,Fungal infection,Allergy,GERD,Chronic cholestasis,Drug Reaction,Peptic ulcer diseae,AIDS,Diabetes ,Gastroenteritis,Bronchial Asthma,Hypertension ,Migraine,Cervical spondylosis,Paralysis (brain hemorrhage),Jaundice,Malaria,Chicken pox,Dengue,Typhoid,hepatitis A,Hepatitis B,Hepatitis C,Hepatitis D,Hepatitis E,Alcoholic hepatitis,Tuberculosis,Common Cold,Pneumonia,Dimorphic hemmorhoids(piles),Heart attack,Varicose veins,Hypothyroidism,Hyperthyroidism,Hypoglycemia,Osteoarthristis,Arthritis,(vertigo) Paroymsal  Positional Vertigo,Acne,Urinary tract infection,Psoriasis,Impetigo
221,skin_rash,shivering,acidity,vomiting,spotting_ urination,passage_of_gases,extra_marital_contacts,polyuria,diarrhoea,breathlessness,loss_of_balance,headache,weakness_in_limbs,altered_sensorium,yellowish_skin,nausea,malaise,muscle_pain,diarrhoea,abdominal_pain,malaise,yellowing_of_eyes,fatigue,vomiting,vomiting,loss_of_appetite,redness_of_eyes,phlegm,pain_during_bowel_movements,chest_pain,swollen_legs,weight_gain,fast_heart_rate,slurred_speech,painful_walking,stiff_neck,spinning_movements,scurring,continuous_feel_of_urine,inflammatory_nails,high_fever
222,nodal_skin_eruptions,chills,ulcers_on_tongue,yellowish_skin,itching,internal_itching,muscle_wasting,fatigue,vomiting,family_history,lack_of_concentration,blurred_and_distorted_vision,neck_pain,vomiting,dark_urine,muscle_pain,red_spots_over_body,red_spots_over_body,toxic_look_(typhos),diarrhoea,receiving_blood_transfusion,family_history,yellowish_skin,fatigue,yellowish_skin,mild_fever,sinus_pressure,chest_pain,pain_in_anal_region,vomiting,swollen_blood_vessels,cold_hands_and_feets,excessive_hunger,irritability,joint_pain,swelling_joints,loss_of_balance,skin_rash,burning_micturition,skin_rash,blister
223,dischromic _patches,watering_from_eyes,cough,nausea,skin_rash,vomiting,patches_in_throat,weight_loss,sunken_eyes,mucoid_sputum,headache,excessive_hunger,dizziness,headache,abdominal_pain,chills,itching,skin_rash,belly_pain,mild_fever,receiving_unsterile_injections,yellowish_skin,dark_urine,high_fever,abdominal_pain,yellowing_of_eyes,runny_nose,fast_heart_rate,bloody_stool,breathlessness,prominent_veins_on_calf,mood_swings,muscle_weakness,palpitations,neck_pain,movement_stiffness,unsteadiness,pus_filled_pimples,bladder_discomfort,joint_pain,red_sore_around_nose
224,itching,continuous_sneezing,chest_pain,abdominal_pain,stomach_pain,loss_of_appetite,high_fever,lethargy,dehydration,fatigue,chest_pain,stiff_neck,loss_of_balance,weakness_of_one_body_side,itching,vomiting,fatigue,chills,chills,yellowing_of_eyes,itching,nausea,nausea,yellowish_skin,distention_of_abdomen,swelled_lymph_nodes,congestion,rusty_sputum,irritation_in_anus,sweating,fatigue,lethargy,irritability,vomiting,knee_pain,painful_walking,headache,blackheads,foul_smell_of urine,skin_peeling,yellow_crust_ooze
225,skin_rash,shivering,stomach_pain,yellowing_of_eyes,burning_micturition,abdominal_pain,extra_marital_contacts,irregular_sugar_level,diarrhoea,cough,loss_of_balance,irritability,weakness_in_limbs,altered_sensorium,vomiting,high_fever,lethargy,joint_pain,vomiting,muscle_pain,fatigue,loss_of_appetite,abdominal_pain,nausea,history_of_alcohol_consumption,malaise,chest_pain,chills,constipation,chest_pain,cramps,puffy_face_and_eyes,abnormal_menstruation,fatigue,hip_joint_pain,muscle_weakness,nausea,scurring,continuous_feel_of_urine,silver_like_dusting,high_fever
226,nodal_skin_eruptions,chills,acidity,itching,skin_rash,passage_of_gases,muscle_wasting,blurred_and_distorted_vision,vomiting,breathlessness,lack_of_concentration,visual_disturbances,neck_pain,vomiting,fatigue,sweating,high_fever,fatigue,fatigue,vomiting,lethargy,yellowing_of_eyes,yellowing_of_eyes,loss_of_appetite,fluid_overload,phlegm,loss_of_smell,fatigue,pain_during_bowel_movements,vomiting,bruising,enlarged_thyroid,mood_swings,anxiety,swelling_joints,stiff_neck,spinning_movements,skin_rash,burning_micturition,small_dents_in_nails,blister
227,dischromic _patches,watering_from_eyes,ulcers_on_tongue,vomiting,stomach_pain,internal_itching,patches_in_throat,obesity,sunken_eyes,family_history,headache,acidity,dizziness,headache,weight_loss,headache,headache,high_fever,high_fever,yellowish_skin,yellowish_skin,family_history,joint_pain,abdominal_pain,vomiting,chest_pain,muscle_pain,cough,pain_in_anal_region,breathlessness,obesity,brittle_nails,weight_loss,sweating,painful_walking,swelling_joints,loss_of_balance,pus_filled_pimples,bladder_discomfort,inflammatory_nails,red_sore_around_nose
228,itching,continuous_sneezing,vomiting,yellowish_skin,burning_micturition,vomiting,high_fever,excessive_hunger,dehydration,mucoid_sputum,chest_pain,indigestion,loss_of_balance,weakness_of_one_body_side,high_fever,nausea,loss_of_appetite,headache,headache,dark_urine,dark_urine,fatigue,vomiting,yellowing_of_eyes,yellowish_skin,blood_in_sputum,continuous_sneezing,high_fever,bloody_stool,sweating,swollen_blood_vessels,swollen_extremeties,restlessness,headache,neck_pain,movement_stiffness,unsteadiness,blackheads,foul_smell_of urine,joint_pain,yellow_crust_ooze
229,skin_rash,shivering,chest_pain,nausea,spotting_ urination,indigestion,extra_marital_contacts,increased_appetite,diarrhoea,fatigue,dizziness,headache,back_pain,altered_sensorium,yellowish_skin,diarrhoea,mild_fever,nausea,nausea,nausea,loss_of_appetite,nausea,fatigue,acute_liver_failure,abdominal_pain,chills,chills,breathlessness,irritation_in_anus,chest_pain,prominent_veins_on_calf,depression,sweating,nausea,knee_pain,painful_walking,vomiting,scurring,continuous_feel_of_urine,skin_peeling,skin_rash
230,nodal_skin_eruptions,chills,stomach_pain,loss_of_appetite,itching,abdominal_pain,muscle_wasting,polyuria,vomiting,cough,lack_of_concentration,blurred_and_distorted_vision,neck_pain,vomiting,dark_urine,muscle_pain,swelled_lymph_nodes,loss_of_appetite,abdominal_pain,loss_of_appetite,abdominal_pain,loss_of_appetite,yellowish_skin,coma,swelling_of_stomach,vomiting,cough,sweating,constipation,vomiting,fatigue,irritability,diarrhoea,blurred_and_distorted_vision,hip_joint_pain,muscle_weakness,nausea,skin_rash,burning_micturition,silver_like_dusting,blister
231,dischromic _patches,watering_from_eyes,acidity,yellowing_of_eyes,stomach_pain,passage_of_gases,patches_in_throat,fatigue,sunken_eyes,high_fever,headache,excessive_hunger,dizziness,headache,abdominal_pain,chills,malaise,pain_behind_the_eyes,diarrhoea,abdominal_pain,yellow_urine,yellowing_of_eyes,dark_urine,stomach_bleeding,history_of_alcohol_consumption,fatigue,high_fever,malaise,pain_during_bowel_movements,breathlessness,cramps,abnormal_menstruation,fast_heart_rate,excessive_hunger,swelling_joints,stiff_neck,spinning_movements,pus_filled_pimples,bladder_discomfort,small_dents_in_nails,red_sore_around_nose
232,itching,continuous_sneezing,ulcers_on_tongue,itching,burning_micturition,internal_itching,high_fever,weight_loss,dehydration,family_history,chest_pain,stiff_neck,loss_of_balance,weakness_of_one_body_side,vomiting,vomiting,red_spots_over_body,back_pain,toxic_look_(typhos),diarrhoea,yellowing_of_eyes,family_history,nausea,joint_pain,fluid_overload,cough,headache,phlegm,pain_in_anal_region,sweating,bruising,fatigue,excessive_hunger,slurred_speech,painful_walking,swelling_joints,loss_of_balance,blackheads,foul_smell_of urine,inflammatory_nails,yellow_crust_ooze
233,skin_rash,shivering,vomiting,vomiting,spotting_ urination,vomiting,extra_marital_contacts,restlessness,diarrhoea,mucoid_sputum,dizziness,depression,back_pain,altered_sensorium,fatigue,high_fever,itching,malaise,belly_pain,mild_fever,malaise,fatigue,loss_of_appetite,vomiting,vomiting,high_fever,swelled_lymph_nodes,chest_pain,bloody_stool,chest_pain,obesity,weight_gain,muscle_weakness,irritability,joint_pain,movement_stiffness,unsteadiness,scurring,continuous_feel_of_urine,skin_rash,skin_rash
234,nodal_skin_eruptions,chills,cough,yellowish_skin,itching,indigestion,muscle_wasting,irregular_sugar_level,vomiting,fatigue,loss_of_balance,visual_disturbances,weakness_in_limbs,vomiting,weight_loss,sweating,skin_rash,muscle_pain,chills,yellowing_of_eyes,receiving_blood_transfusion,yellowish_skin,yellowing_of_eyes,fatigue,yellowish_skin,breathlessness,malaise,fast_heart_rate,irritation_in_anus,vomiting,swollen_legs,cold_hands_and_feets,irritability,palpitations,knee_pain,painful_walking,vomiting,skin_rash,burning_micturition,skin_peeling,blister
235,dischromic _patches,watering_from_eyes,acidity,nausea,skin_rash,loss_of_appetite,patches_in_throat,blurred_and_distorted_vision,sunken_eyes,cough,headache,acidity,dizziness,headache,high_fever,headache,lethargy,red_spots_over_body,vomiting,muscle_pain,receiving_unsterile_injections,loss_of_appetite,joint_pain,high_fever,abdominal_pain,sweating,phlegm,rusty_sputum,constipation,breathlessness,prominent_veins_on_calf,mood_swings,abnormal_menstruation,vomiting,hip_joint_pain,stiff_neck,headache,pus_filled_pimples,bladder_discomfort,silver_like_dusting,red_sore_around_nose
236,itching,continuous_sneezing,ulcers_on_tongue,loss_of_appetite,burning_micturition,passage_of_gases,high_fever,obesity,dehydration,high_fever,chest_pain,indigestion,loss_of_balance,weakness_of_one_body_side,yellowish_skin,nausea,high_fever,skin_rash,fatigue,joint_pain,itching,yellowing_of_eyes,vomiting,yellowish_skin,swelling_of_stomach,loss_of_appetite,throat_irritation,fatigue,pain_during_bowel_movements,sweating,fatigue,lethargy,fatigue,fatigue,swelling_joints,swelling_joints,spinning_movements,blackheads,foul_smell_of urine,small_dents_in_nails,yellow_crust_ooze
237,skin_rash,shivering,vomiting,abdominal_pain,spotting_ urination,internal_itching,extra_marital_contacts,excessive_hunger,diarrhoea,breathlessness,dizziness,headache,back_pain,altered_sensorium,dark_urine,diarrhoea,headache,chills,high_fever,yellowish_skin,fatigue,family_history,fatigue,dark_urine,distention_of_abdomen,mild_fever,redness_of_eyes,cough,pain_in_anal_region,chest_pain,cramps,dizziness,weight_loss,anxiety,painful_walking,movement_stiffness,loss_of_balance,scurring,continuous_feel_of_urine,inflammatory_nails,skin_rash
238,nodal_skin_eruptions,chills,cough,itching,itching,vomiting,muscle_wasting,increased_appetite,vomiting,mucoid_sputum,loss_of_balance,blurred_and_distorted_vision,weakness_in_limbs,vomiting,abdominal_pain,muscle_pain,loss_of_appetite,joint_pain,headache,dark_urine,lethargy,fatigue,yellowish_skin,loss_of_appetite,fluid_overload,yellowing_of_eyes,sinus_pressure,high_fever,bloody_stool,vomiting,bruising,enlarged_thyroid,restlessness,sweating,joint_pain,painful_walking,unsteadiness,skin_rash,burning_micturition,skin_rash,high_fever
239,dischromic _patches,watering_from_eyes,chest_pain,vomiting,skin_rash,indigestion,patches_in_throat,polyuria,sunken_eyes,fatigue,lack_of_concentration,excessive_hunger,neck_pain,headache,itching,vomiting,mild_fever,vomiting,nausea,nausea,yellowish_skin,yellowish_skin,dark_urine,abdominal_pain,vomiting,swelled_lymph_nodes,runny_nose,breathlessness,irritation_in_anus,breathlessness,obesity,brittle_nails,sweating,headache,neck_pain,muscle_weakness,vomiting,pus_filled_pimples,bladder_discomfort,joint_pain,red_sore_around_nose
240,itching,continuous_sneezing,stomach_pain,yellowish_skin,stomach_pain,loss_of_appetite,high_fever,fatigue,dehydration,cough,chest_pain,stiff_neck,loss_of_balance,weakness_of_one_body_side,fatigue,high_fever,swelled_lymph_nodes,high_fever,constipation,loss_of_appetite,dark_urine,nausea,nausea,yellowing_of_eyes,yellowish_skin,malaise,congestion,sweating,pain_during_bowel_movements,sweating,swollen_legs,swollen_extremeties,diarrhoea,nausea,hip_joint_pain,swelling_joints,headache,blackheads,foul_smell_of urine,silver_like_dusting,yellow_crust_ooze
241,skin_rash,shivering,ulcers_on_tongue,nausea,spotting_ urination,abdominal_pain,extra_marital_contacts,weight_loss,diarrhoea,high_fever,dizziness,depression,back_pain,altered_sensorium,weight_loss,sweating,malaise,headache,diarrhoea,abdominal_pain,loss_of_appetite,yellowing_of_eyes,loss_of_appetite,acute_liver_failure,abdominal_pain,phlegm,chest_pain,malaise,pain_in_anal_region,chest_pain,swollen_blood_vessels,depression,fast_heart_rate,blurred_and_distorted_vision,swelling_joints,movement_stiffness,nausea,scurring,continuous_feel_of_urine,small_dents_in_nails,skin_rash
242,nodal_skin_eruptions,chills,vomiting,loss_of_appetite,itching,internal_itching,muscle_wasting,restlessness,vomiting,breathlessness,loss_of_balance,irritability,weakness_in_limbs,vomiting,high_fever,headache,red_spots_over_body,nausea,toxic_look_(typhos),diarrhoea,abdominal_pain,family_history,abdominal_pain,coma,swelling_of_stomach,chest_pain,loss_of_smell,phlegm,bloody_stool,vomiting,fatigue,irritability,excessive_hunger,excessive_hunger,painful_walking,painful_walking,loss_of_balance,skin_rash,burning_micturition,inflammatory_nails,high_fever
243,dischromic _patches,watering_from_eyes,cough,abdominal_pain,skin_rash,vomiting,patches_in_throat,lethargy,sunken_eyes,family_history,lack_of_concentration,acidity,neck_pain,headache,yellowish_skin,nausea,itching,loss_of_appetite,belly_pain,mild_fever,yellow_urine,fatigue,joint_pain,stomach_bleeding,distention_of_abdomen,blood_in_sputum,muscle_pain,chest_pain,irritation_in_anus,breathlessness,cramps,abnormal_menstruation,muscle_weakness,drying_and_tingling_lips,joint_pain,muscle_weakness,unsteadiness,pus_filled_pimples,bladder_discomfort,skin_rash,blister
244,itching,continuous_sneezing,chest_pain,yellowing_of_eyes,stomach_pain,indigestion,high_fever,blurred_and_distorted_vision,dehydration,fatigue,headache,indigestion,dizziness,weakness_of_one_body_side,dark_urine,diarrhoea,skin_rash,pain_behind_the_eyes,chills,yellowing_of_eyes,yellowing_of_eyes,yellowish_skin,vomiting,joint_pain,history_of_alcohol_consumption,chills,continuous_sneezing,fast_heart_rate,constipation,sweating,bruising,fatigue,irritability,slurred_speech,neck_pain,stiff_neck,vomiting,blackheads,foul_smell_of urine,joint_pain,yellow_crust_ooze
245,skin_rash,shivering,stomach_pain,itching,burning_micturition,loss_of_appetite,extra_marital_contacts,obesity,diarrhoea,cough,dizziness,headache,back_pain,altered_sensorium,abdominal_pain,muscle_pain,fatigue,back_pain,vomiting,muscle_pain,malaise,nausea,fatigue,vomiting,vomiting,vomiting,chills,rusty_sputum,pain_in_anal_region,chest_pain,obesity,weight_gain,abnormal_menstruation,irritability,knee_pain,movement_stiffness,headache,scurring,continuous_feel_of_urine,skin_peeling,skin_rash
246,nodal_skin_eruptions,chills,acidity,vomiting,itching,abdominal_pain,muscle_wasting,excessive_hunger,vomiting,high_fever,loss_of_balance,blurred_and_distorted_vision,weakness_in_limbs,vomiting,itching,chills,high_fever,malaise,fatigue,joint_pain,receiving_blood_transfusion,loss_of_appetite,yellowish_skin,fatigue,yellowish_skin,fatigue,fatigue,chills,bloody_stool,vomiting,swollen_legs,cold_hands_and_feets,fatigue,palpitations,swelling_joints,painful_walking,nausea,skin_rash,burning_micturition,small_dents_in_nails,high_fever
247,dischromic _patches,watering_from_eyes,vomiting,yellowish_skin,skin_rash,passage_of_gases,patches_in_throat,increased_appetite,sunken_eyes,breathlessness,lack_of_concentration,excessive_hunger,neck_pain,headache,vomiting,high_fever,headache,muscle_pain,high_fever,vomiting,receiving_unsterile_injections,family_history,dark_urine,high_fever,abdominal_pain,weight_loss,high_fever,cough,irritation_in_anus,breathlessness,prominent_veins_on_calf,mood_swings,mood_swings,vomiting,painful_walking,muscle_weakness,spinning_movements,pus_filled_pimples,bladder_discomfort,inflammatory_nails,blister
248,itching,continuous_sneezing,cough,nausea,stomach_pain,vomiting,high_fever,polyuria,dehydration,family_history,headache,stiff_neck,dizziness,weakness_of_one_body_side,weight_loss,sweating,loss_of_appetite,red_spots_over_body,headache,dark_urine,fatigue,fatigue,nausea,yellowish_skin,swelling_of_stomach,high_fever,headache,high_fever,constipation,sweating,fatigue,lethargy,restlessness,fatigue,joint_pain,stiff_neck,unsteadiness,blackheads,foul_smell_of urine,skin_rash,red_sore_around_nose
249,skin_rash,shivering,chest_pain,loss_of_appetite,burning_micturition,indigestion,extra_marital_contacts,fatigue,diarrhoea,mucoid_sputum,chest_pain,depression,loss_of_balance,altered_sensorium,high_fever,headache,mild_fever,skin_rash,nausea,nausea,lethargy,yellowish_skin,loss_of_appetite,dark_urine,distention_of_abdomen,breathlessness,swelled_lymph_nodes,breathlessness,pain_during_bowel_movements,chest_pain,cramps,dizziness,sweating,anxiety,neck_pain,swelling_joints,vomiting,scurring,continuous_feel_of_urine,joint_pain,skin_rash
250,nodal_skin_eruptions,chills,stomach_pain,abdominal_pain,spotting_ urination,loss_of_appetite,muscle_wasting,weight_loss,vomiting,cough,loss_of_balance,irritability,weakness_in_limbs,vomiting,yellowish_skin,nausea,swelled_lymph_nodes,chills,constipation,loss_of_appetite,yellowish_skin,nausea,abdominal_pain,nausea,history_of_alcohol_consumption,sweating,malaise,sweating,bloody_stool,vomiting,bruising,puffy_face_and_eyes,diarrhoea,sweating,knee_pain,painful_walking,headache,skin_rash,burning_micturition,skin_peeling,high_fever
251,dischromic _patches,watering_from_eyes,acidity,yellowing_of_eyes,itching,abdominal_pain,patches_in_throat,restlessness,sunken_eyes,high_fever,lack_of_concentration,visual_disturbances,neck_pain,headache,dark_urine,diarrhoea,malaise,joint_pain,abdominal_pain,abdominal_pain,dark_urine,loss_of_appetite,yellowing_of_eyes,loss_of_appetite,fluid_overload,loss_of_appetite,phlegm,malaise,irritation_in_anus,breathlessness,obesity,enlarged_thyroid,fast_heart_rate,headache,hip_joint_pain,muscle_weakness,nausea,pus_filled_pimples,bladder_discomfort,silver_like_dusting,blister
252,itching,continuous_sneezing,ulcers_on_tongue,itching,skin_rash,passage_of_gases,high_fever,lethargy,dehydration,breathlessness,headache,indigestion,dizziness,weakness_of_one_body_side,abdominal_pain,muscle_pain,red_spots_over_body,vomiting,toxic_look_(typhos),diarrhoea,loss_of_appetite,yellowing_of_eyes,vomiting,abdominal_pain,vomiting,mild_fever,throat_irritation,phlegm,constipation,sweating,swollen_legs,brittle_nails,excessive_hunger,nausea,painful_walking,stiff_neck,spinning_movements,blackheads,foul_smell_of urine,inflammatory_nails,red_sore_around_nose
253,skin_rash,shivering,cough,vomiting,stomach_pain,internal_itching,extra_marital_contacts,irregular_sugar_level,diarrhoea,family_history,chest_pain,headache,loss_of_balance,altered_sensorium,itching,chills,itching,fatigue,belly_pain,mild_fever,abdominal_pain,fatigue,fatigue,yellowing_of_eyes,yellowish_skin,yellowing_of_eyes,redness_of_eyes,chest_pain,pain_during_bowel_movements,chest_pain,swollen_blood_vessels,swollen_extremeties,muscle_weakness,blurred_and_distorted_vision,joint_pain,swelling_joints,loss_of_balance,scurring,continuous_feel_of_urine,skin_rash,yellow_crust_ooze
